IDP_Agreed_Upon,acq_wf,age,age_bucket,age_delta,availability,career_segment,clearance_level,competency_id,competency_name,devcom_center,development_level,domain,first_name,focus,frequency,full_name,gender,govt_svc,high_edu_achieved,id,last_name,new_acq_wf,num_competencies,num_projects,personnel_type,phone,race,real_email,ret_age,specialization,state,utilization,years_to_retire_age,yrs_to_retire_bucket
TRUE,,44,40-49,22,100,Aviation & Missile,Secret,1,"Fuzing, Guidance, Controls, Seekers",ARL,1 - Junior,Science & Technology,Marilyn,,1,Marilyn Tynewell,Male,5.398654,Doctorate,1796,Tynewell,FALSE,1,,Contractor,530-163-8626,White,Marilyn.Tynewell.ctr@mail.mil,62,,MD,,18,15-20
TRUE,,33,30-39,11,60,,None,44,Ballistics Sciences,ARL,1 - Junior,Foundational Research,Ilka,,1,Ilka Frodsam,Male,9.32576,Doctorate,1797,Frodsam,TRUE,1,1,Contractor,135-128-5203,White,Ilka.Frodsam.ctr@mail.mil,48.67424,,MD,40,16,15-20
TRUE,FALSE,41,40-49,19,20,,Secret,74,Additive Manufacturing,ARL,5 - Management,Lifecycle Engineering,Codie,Scientists Engineers and Analysts (SEA),4,Codie Michurin,Male,15.34216,Doctorate,1798,Michurin,FALSE,4,2,Civilian,103-645-1088,Non-White,Codie.Michurin1@mail.mil,50.65784,Other Specialties,MD,80,10,05-10
TRUE,FALSE,54,50-59,32,,,None,43,Protection Sciences,ARL,3 - Senior,Foundational Research,Abram,Scientists Engineers and Analysts (SEA),3,Abram Pigeon,Female,28.586625,Bachelors,1799,Pigeon,TRUE,3,2,Civilian,789-970-0465,Non-White,Abram.Pigeon5@mail.mil,54,Aerospace Engineering,MD,100,,0-5
TRUE,TRUE,30,30-39,8,100,Armaments,Secret,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,2 - Mid,Science & Technology,Mariam,Scientists Engineers and Analysts (SEA),2,Mariam Peasnone,Female,2.358574,Masters,1800,Peasnone,TRUE,2,,Civilian,828-144-5622,White,Mariam.Peasnone7@mail.mil,52.641426,Computer Engineering,NJ,,23,20-25
TRUE,TRUE,55,50-59,33,40,,Secret,42,Propulsion Sciences,AC,4 - Senior Technical Expert,Foundational Research,Franni,Scientists Engineers and Analysts (SEA),5,Franni Hartnup,Male,7.625295,Bachelors,1801,Hartnup,TRUE,5,2,Civilian,355-291-2798,White,Franni.Hartnup6@mail.mil,62,Chemistry,NJ,60,7,05-10
TRUE,,59,50-59,37,,,Secret,44,Ballistics Sciences,ARL,5 - Management,Foundational Research,Modestia,,4,Modestia Gillbe,Male,0.818378,Bachelors,1802,Gillbe,TRUE,4,3,Contractor,685-882-0003,White,Modestia.Gillbe.ctr@mail.mil,62,,MD,100,3,0-5
TRUE,TRUE,27,20-29,5,,,Top Secret,36,Results Driven ,AvMC,2 - Mid,Leadership,Shamus,Scientists Engineers and Analysts (SEA),2,Shamus Baitson,Male,4.039856,Bachelors,1803,Baitson,TRUE,2,3,Civilian,611-263-5055,White,Shamus.Baitson2@mail.mil,47.960144,Chemical Engineering,AL,100,21,20-25
TRUE,,64,60+,42,40,Soldier,Top Secret,26,Army Training Tech ,SC,4 - Senior Technical Expert,Science & Technology,Consuelo,,5,Consuelo Pipes,Male,41.266004,Bachelors,1804,Pipes,TRUE,5,1,Contractor,430-131-5438,Non-White,Consuelo.Pipes.ctr@mail.mil,64,,MA,60,,0-5
TRUE,,35,30-39,13,80,Aviation & Missile,None,4,Aerial Autonomy,AvMC,1 - Junior,Science & Technology,Terence,,1,Terence Buttle,Female,6.215899,Bachelors,1805,Buttle,TRUE,1,1,Contractor,257-775-4493,Non-White,Terence.Buttle.ctr@mail.mil,53.784101,,AL,20,19,15-20
TRUE,,45,40-49,23,60,Aviation & Missile,None,2,Materials & Structures,AvMC,2 - Mid,Science & Technology,Carla,,2,Carla Meller,Female,0.300686,Bachelors,1806,Meller,TRUE,2,1,Contractor,586-587-3965,White,Carla.Meller.ctr@mail.mil,62,,AL,40,17,15-20
TRUE,FALSE,57,50-59,35,,,TS-SCI,70,Production & Manufacturing,GvSC,4 - Senior Technical Expert,Lifecycle Engineering,Karalynn,Scientists Engineers and Analysts (SEA),5,Karalynn Belleny,Female,8.128726,Bachelors,1807,Belleny,TRUE,5,3,Civilian,287-716-4209,White,Karalynn.Belleny8@mail.mil,62,Computer Engineering,MI,100,5,0-5
TRUE,,30,30-39,8,,Armaments,None,9,Materials & Structures,AC,1 - Junior,Science & Technology,Hillel,,1,Hillel Savidge,Female,0.570787,Masters,1808,Savidge,TRUE,1,3,Contractor,575-341-5606,White,Hillel.Savidge.ctr@mail.mil,54.429213,,NJ,100,24,20-25
TRUE,,35,30-39,13,60,Chem-Bio,Secret,18,Threat Agent Science & Toxicology,CBC,3 - Senior,Science & Technology,Vinny,,3,Vinny Cleatherow,Female,6.554088,Associates,1809,Cleatherow,TRUE,3,1,Contractor,403-300-0866,Non-White,Vinny.Cleatherow.ctr@mail.mil,53.445912,,MD,40,18,15-20
TRUE,,63,60+,41,20,,TS-SCI,39,Cyber Resilience,C5ISR,2 - Mid,Data & Analysis,Melony,,2,Melony Coventon,Female,17.406674,Masters,1810,Coventon,TRUE,2,2,Contractor,722-773-5189,Non-White,Melony.Coventon.ctr@mail.mil,63,,MD,80,,0-5
TRUE,TRUE,35,30-39,13,40,C5ISR,Secret,10,Networking,C5ISR,2 - Mid,Science & Technology,Hodge,Scientists Engineers and Analysts (SEA),2,Hodge Kinforth,Female,0.507791,Bachelors,1811,Kinforth,TRUE,2,1,Civilian,482-868-8916,White,Hodge.Kinforth5@mail.mil,59.492209,General Engineering,MD,60,24,20-25
TRUE,,45,40-49,23,,Chem-Bio,None,18,Threat Agent Science & Toxicology,CBC,4 - Senior Technical Expert,Science & Technology,Malvina,,5,Malvina Coldwell,Female,0.155895,Bachelors,1812,Coldwell,TRUE,5,1,Contractor,285-516-4340,White,Malvina.Coldwell.ctr@mail.mil,62,,MD,100,17,15-20
TRUE,TRUE,34,30-39,12,,,Top Secret,70,Production & Manufacturing,AvMC,1 - Junior,Lifecycle Engineering,Carl,Scientists Engineers and Analysts (SEA),1,Carl Harper,Male,0.639238,Bachelors,1813,Harper,TRUE,1,1,Civilian,325-471-9360,Non-White,Carl.Harper9@mail.mil,58.360762,General Engineering,AL,100,24,20-25
TRUE,FALSE,54,50-59,32,20,,Top Secret,55,Financial/ Res Mgmt,AC,3 - Senior,Business,Stevana,Business,3,Stevana Corbett,Male,26.825465,Bachelors,1814,Corbett,FALSE,3,1,Civilian,493-738-6440,White,Stevana.Corbett6@mail.mil,54,,NJ,80,,0-5
TRUE,,56,50-59,34,,,Secret,33,Leading Change,GvSC,3 - Senior,Leadership,Franz,,3,Franz Chellam,Female,10.857608,Bachelors,1815,Chellam,TRUE,3,2,Contractor,854-662-4865,White,Franz.Chellam.ctr@mail.mil,62,,MI,100,6,05-10
TRUE,,64,60+,42,,Aviation & Missile,None,1,"Fuzing, Guidance, Controls, Seekers",AvMC,3 - Senior,Science & Technology,Carlo,,3,Carlo Bayns,Male,37.251806,Masters,1816,Bayns,FALSE,3,3,Contractor,582-129-3432,White,Carlo.Bayns.ctr@mail.mil,64,,AL,100,,0-5
TRUE,,40,40-49,18,,Chem-Bio,None,17,Material Sciences,CBC,4 - Senior Technical Expert,Science & Technology,Llewellyn,,5,Llewellyn Iiannone,Male,13.682548,Bachelors,1817,Iiannone,TRUE,5,3,Contractor,650-871-8855,Non-White,Llewellyn.Iiannone.ctr@mail.mil,51.317452,,MD,100,11,10-15
TRUE,TRUE,59,50-59,37,,,None,41,Mission Effective Analysis,DAC,4 - Senior Technical Expert,Data & Analysis,Rafaelita,Scientists Engineers and Analysts (SEA),5,Rafaelita Kaes,Female,17.896178,Bachelors,1818,Kaes,FALSE,5,1,Civilian,153-939-8193,Non-White,Rafaelita.Kaes10@mail.mil,62,Physical Science,MD,100,3,0-5
TRUE,TRUE,38,30-39,16,,Aviation & Missile,None,4,Aerial Autonomy,AvMC,1 - Junior,Science & Technology,Griz,Business,1,Griz Cornock,Female,4.801877,Bachelors,1819,Cornock,FALSE,1,1,Civilian,718-136-1974,Non-White,Griz.Cornock2@mail.mil,58.198123,,AL,100,20,15-20
TRUE,FALSE,38,30-39,16,,,None,41,Mission Effective Analysis,DAC,4 - Senior Technical Expert,Data & Analysis,Emili,Scientists Engineers and Analysts (SEA),5,Emili Hukins,Male,5.495009,Bachelors,1820,Hukins,FALSE,5,2,Civilian,,White,Emili.Hukins7@mail.mil,57.504991,General Engineering,MD,100,20,15-20
TRUE,,47,40-49,25,40,,None,54,Human Resources,AC,3 - Senior,Business,Vivia,,3,Vivia Agutter,Female,7.806044,Bachelors,1821,Agutter,TRUE,3,2,Contractor,877-244-5865,White,Vivia.Agutter.ctr@mail.mil,62,,NJ,60,15,10-15
TRUE,TRUE,36,30-39,14,,Aviation & Missile,None,4,Aerial Autonomy,AvMC,1 - Junior,Science & Technology,Jenn,Scientists Engineers and Analysts (SEA),1,Jenn Siege,Female,12.083317,Masters,1822,Siege,TRUE,1,2,Civilian,568-542-8223,White,Jenn.Siege4@mail.mil,48.916683,Electronics Engineering,AL,100,13,10-15
TRUE,TRUE,61,60+,39,40,Ground Vehicle,Secret,30,Electronics & Power Management,GvSC,5 - Management,Science & Technology,Darb,Business,4,Darb Bunton,Male,2.468628,Bachelors,1823,Bunton,FALSE,4,2,Civilian,389-467-6132,White,Darb.Bunton4@mail.mil,62,,MI,60,1,0-5
TRUE,TRUE,40,40-49,18,20,,None,47,Network & Information Sciences,ARL,4 - Senior Technical Expert,Foundational Research,Calli,Scientists Engineers and Analysts (SEA),5,Calli Dietsche,Male,17.954696,Doctorate,1824,Dietsche,FALSE,5,2,Civilian,481-608-2727,White,Calli.Dietsche5@mail.mil,47.045304,Mechanical Engineering,MD,80,7,05-10
TRUE,FALSE,53,50-59,31,,,Secret,44,Ballistics Sciences,ARL,5 - Management,Foundational Research,Darryl,Engineering Technician,4,Darryl Brushfield,Female,25.8521,Masters,1825,Brushfield,TRUE,4,3,Civilian,429-452-1115,Non-White,Darryl.Brushfield1@mail.mil,53,,MD,100,,0-5
TRUE,TRUE,60,60+,38,,,Secret,40,Electronics Warfare (EW) Threat Defense,DAC,3 - Senior,Data & Analysis,Matty,Scientists Engineers and Analysts (SEA),3,Matty Scoular,Female,24.983519,Masters,1826,Scoular,TRUE,3,2,Civilian,377-642-6947,White,Matty.Scoular9@mail.mil,60,Electronics Engineering,MD,100,,0-5
TRUE,TRUE,32,30-39,10,,Soldier,Secret,24,Military Nutrition/ Food Service Log,SC,5 - Management,Science & Technology,Annmarie,Business,4,Annmarie Dassindale,Male,0.702882,Masters,1827,Dassindale,TRUE,4,1,Civilian,,White,Annmarie.Dassindale10@mail.mil,56.297118,,MA,100,24,20-25
TRUE,,54,50-59,32,40,Armaments,Top Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,2 - Mid,Science & Technology,Clarine,,2,Clarine Cranton,Male,22.821694,Bachelors,1828,Cranton,FALSE,2,2,Contractor,801-266-1095,Non-White,Clarine.Cranton.ctr@mail.mil,56.178306,,NJ,60,2,0-5
TRUE,,65,60+,43,,,Secret,73,Test and Evaluation,CBC,2 - Mid,Lifecycle Engineering,Sada,,2,Sada Fearon,Male,15.662128,Masters,1829,Fearon,TRUE,2,3,Contractor,458-525-9823,Non-White,Sada.Fearon.ctr@mail.mil,65,,MD,100,,0-5
TRUE,,23,20-29,1,,,None,38,Human Engineering and Performance,SC,1 - Junior,Data & Analysis,Weston,,1,Weston Wayman,Male,0.201042,Masters,1830,Wayman,TRUE,1,1,Contractor,322-232-3266,Non-White,Weston.Wayman.ctr@mail.mil,47.798958,,MA,100,25,20-25
TRUE,,40,40-49,18,20,Armaments,None,7,"Fuzing, Guidance & Controls, Seekers & Scalable Effects",AC,1 - Junior,Science & Technology,Florella,,1,Florella Attenbrow,Male,1.270512,Masters,1831,Attenbrow,TRUE,1,1,Contractor,425-144-5348,Non-White,Florella.Attenbrow.ctr@mail.mil,62,,NJ,80,22,20-25
TRUE,TRUE,53,50-59,31,60,C5ISR,Top Secret,10,Networking,C5ISR,2 - Mid,Science & Technology,Shaylah,Scientists Engineers and Analysts (SEA),2,Shaylah Abbyss,Female,5.5069,Bachelors,1832,Abbyss,TRUE,2,1,Civilian,841-423-0294,Non-White,Shaylah.Abbyss5@mail.mil,62,Aerospace Engineering,MD,40,9,05-10
TRUE,FALSE,28,20-29,6,60,Armaments,None,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,4 - Senior Technical Expert,Science & Technology,Floris,Scientists Engineers and Analysts (SEA),5,Floris Millichap,Male,0.633383,Bachelors,1833,Millichap,TRUE,5,1,Civilian,515-833-4554,White,Floris.Millichap4@mail.mil,52.366617,Mechanical Engineering,NJ,40,24,20-25
TRUE,,24,20-29,2,,,None,55,Financial/ Res Mgmt,AC,2 - Mid,Business,Barry,,2,Barry Gumm,Male,1.428343,Bachelors,1834,Gumm,FALSE,2,3,Contractor,693-424-0889,White,Barry.Gumm.ctr@mail.mil,47.571657,,NJ,100,24,20-25
TRUE,,44,40-49,22,60,C5ISR,Top Secret,12,Cyber,C5ISR,2 - Mid,Science & Technology,Tuck,,2,Tuck Whatham,Male,8.37519,Masters,1835,Whatham,TRUE,2,1,Contractor,631-939-8002,White,Tuck.Whatham.ctr@mail.mil,60.62481,,MD,40,17,15-20
TRUE,,55,50-59,33,,Armaments,TS-SCI,8,"Ballistics, Targeting, Stabilization & Automation",AC,4 - Senior Technical Expert,Science & Technology,Jessie,,5,Jessie Grunwald,Female,11.340555,Bachelors,1836,Grunwald,TRUE,5,1,Contractor,427-372-4001,Non-White,Jessie.Grunwald.ctr@mail.mil,62,,NJ,100,7,05-10
TRUE,FALSE,62,60+,40,,C5ISR,Top Secret,10,Networking,C5ISR,5 - Management,Science & Technology,Elianora,Business,4,Elianora Ghelardoni,Female,23.187794,Masters,1837,Ghelardoni,TRUE,4,2,Civilian,919-870-1577,White,Elianora.Ghelardoni4@mail.mil,62,,MD,100,,0-5
FALSE,,57,50-59,35,40,,TS-SCI,47,Network & Information Sciences,ARL,5 - Management,Foundational Research,Aindrea,,4,Aindrea Kleinpeltz,Female,8.206339,Doctorate,1838,Kleinpeltz,FALSE,4,2,Contractor,918-397-7152,White,Aindrea.Kleinpeltz.ctr@mail.mil,62,,MD,60,5,0-5
TRUE,TRUE,38,30-39,16,20,,Secret,45,Materials & Manufacturing Sciences,ARL,1 - Junior,Foundational Research,Viviana,Scientists Engineers and Analysts (SEA),1,Viviana Spillane,Female,4.52859,Bachelors,1839,Spillane,TRUE,1,1,Civilian,931-635-9748,White,Viviana.Spillane4@mail.mil,58.47141,Other Specialties,MD,80,20,15-20
TRUE,,62,60+,40,,Ground Vehicle,Top Secret,27,Survivability & Protection,GvSC,5 - Management,Science & Technology,Harmonia,,4,Harmonia Haggarty,Male,34.469756,Masters,1840,Haggarty,FALSE,4,2,Contractor,689-101-2563,White,Harmonia.Haggarty.ctr@mail.mil,62,,MI,100,,0-5
TRUE,TRUE,31,30-39,9,20,C5ISR,TS-SCI,12,Cyber,C5ISR,2 - Mid,Science & Technology,Niles,Business,2,Niles Dunleavy,Female,2.510428,Masters,1841,Dunleavy,FALSE,2,2,Civilian,496-504-6891,White,Niles.Dunleavy10@mail.mil,53.489572,,MD,80,22,20-25
TRUE,,54,50-59,32,,Ground Vehicle,None,31,Fuel & Lubricants ,GvSC,2 - Mid,Science & Technology,Reece,,2,Reece Thomsson,Male,18.190928,Masters,1842,Thomsson,FALSE,2,1,Contractor,935-883-3530,Non-White,Reece.Thomsson.ctr@mail.mil,60.809072,,MI,100,7,05-10
TRUE,,62,60+,40,60,,Secret,44,Ballistics Sciences,AC,2 - Mid,Foundational Research,Marie,,2,Marie Rennenbach,Male,2.614887,Associates,1843,Rennenbach,TRUE,2,1,Military,379-299-9671,Non-White,Marie.Rennenbach9@mail.mil,62,,NJ,40,,0-5
TRUE,,50,50-59,28,,Ground Vehicle,Secret,30,Electronics & Power Management,GvSC,4 - Senior Technical Expert,Science & Technology,Forest,,5,Forest Burrill,Male,15.376377,Bachelors,1844,Burrill,FALSE,5,1,Contractor,200-740-4506,White,Forest.Burrill.ctr@mail.mil,59.623623,,MI,100,10,05-10
TRUE,,32,30-39,10,,,Top Secret,70,Production & Manufacturing,GvSC,4 - Senior Technical Expert,Lifecycle Engineering,Austen,,5,Austen Kief,Female,9.940982,Bachelors,1845,Kief,TRUE,5,1,Contractor,369-110-3373,Non-White,Austen.Kief.ctr@mail.mil,47.059018,,MI,100,15,10-15
TRUE,TRUE,31,30-39,9,,Armaments,None,8,"Ballistics, Targeting, Stabilization & Automation",AC,4 - Senior Technical Expert,Science & Technology,Augusta,Scientists Engineers and Analysts (SEA),5,Augusta Schult,Male,7.61717,Bachelors,1846,Schult,TRUE,5,3,Civilian,621-819-8250,White,Augusta.Schult9@mail.mil,48.38283,Electronics Engineering,NJ,100,17,15-20
TRUE,,58,50-59,36,,,None,60,Operations,AC,2 - Mid,Business,Gris,,2,Gris Wardale,Male,30.785877,Masters,1847,Wardale,TRUE,2,2,Contractor,683-701-6909,White,Gris.Wardale.ctr@mail.mil,58,,NJ,100,,0-5
FALSE,,27,20-29,5,,Aviation & Missile,None,4,Aerial Autonomy,AvMC,2 - Mid,Science & Technology,Cinderella,,2,Cinderella Willshee,Male,4.070597,Masters,1848,Willshee,TRUE,2,2,Contractor,183-973-8690,White,Cinderella.Willshee.ctr@mail.mil,47.929403,,AL,100,21,20-25
TRUE,,62,60+,40,,,TS-SCI,38,Human Engineering and Performance,DAC,4 - Senior Technical Expert,Data & Analysis,Even,,5,Even Baus,Male,14.654403,Bachelors,1849,Baus,TRUE,5,1,Contractor,398-387-7564,White,Even.Baus.ctr@mail.mil,62,,MD,100,,0-5
TRUE,TRUE,45,40-49,23,,,None,45,Materials & Manufacturing Sciences,ARL,3 - Senior,Foundational Research,Sidoney,Scientists Engineers and Analysts (SEA),3,Sidoney Bessom,Male,22.207324,Doctorate,1850,Bessom,TRUE,3,1,Civilian,464-722-9682,Non-White,Sidoney.Bessom10@mail.mil,47.792676,General Engineering,MD,100,3,0-5
TRUE,TRUE,61,60+,39,80,,Top Secret,61,Strategic Planning and Communications,AvMC,2 - Mid,Business,Willy,Business,2,Willy Andrich,Male,27.103715,Masters,1851,Andrich,FALSE,2,1,Civilian,693-121-3516,Non-White,Willy.Andrich3@mail.mil,61,,AL,20,,0-5
TRUE,,28,20-29,6,20,,None,43,Protection Sciences,ARL,1 - Junior,Foundational Research,Errol,,1,Errol Nern,Female,4.509158,Doctorate,1852,Nern,TRUE,1,1,Contractor,202-346-8801,Non-White,Errol.Nern.ctr@mail.mil,48.490842,,MD,80,20,15-20
TRUE,,58,50-59,36,20,,None,44,Ballistics Sciences,ARL,3 - Senior,Foundational Research,Sande,,3,Sande Klagges,Female,18.526761,Doctorate,1853,Klagges,FALSE,3,1,Contractor,,White,Sande.Klagges.ctr@mail.mil,62,,MD,80,4,0-5
FALSE,TRUE,26,20-29,4,60,Aviation & Missile,None,2,Materials & Structures,AvMC,1 - Junior,Science & Technology,Julee,Scientists Engineers and Analysts (SEA),1,Julee Petracco,Male,1.360983,Bachelors,1854,Petracco,FALSE,1,1,Civilian,923-215-3517,Non-White,Julee.Petracco1@mail.mil,49.639017,Mechanical Engineering,AL,40,24,20-25
TRUE,,55,50-59,33,20,,Top Secret,33,Leading Change,CBC,5 - Management,Leadership,Spense,,4,Spense Dowty,Female,2.928916,Masters,1855,Dowty,TRUE,4,2,Contractor,726-135-1304,Non-White,Spense.Dowty.ctr@mail.mil,62,,MD,80,7,05-10
TRUE,,52,50-59,30,100,,None,54,Human Resources,AC,2 - Mid,Business,Lucien,,2,Lucien Robbey,Male,14.671639,Masters,1856,Robbey,TRUE,2,,Contractor,913-468-2580,Non-White,Lucien.Robbey.ctr@mail.mil,62,,NJ,,10,05-10
TRUE,TRUE,48,40-49,26,,Aviation & Missile,Secret,3,"Propulsion, Explosives, Energetics & Warheads",AvMC,3 - Senior,Science & Technology,Merell,Scientists Engineers and Analysts (SEA),3,Merell Waple,Female,14.018643,Masters,1857,Waple,FALSE,3,3,Civilian,848-437-0600,White,Merell.Waple2@mail.mil,58.981357,Mechanical Engineering,AL,100,11,10-15
TRUE,TRUE,31,30-39,9,,,None,38,Human Engineering and Performance,DAC,2 - Mid,Data & Analysis,Clarence,Business,2,Clarence Greedier,Female,4.780869,Bachelors,1858,Greedier,FALSE,2,3,Civilian,234-648-0077,White,Clarence.Greedier3@mail.mil,51.219131,,MD,100,20,15-20
TRUE,,51,50-59,29,,C5ISR,None,15,Power & Energy,C5ISR,3 - Senior,Science & Technology,Carolina,,3,Carolina McRoberts,Female,26.558659,Doctorate,1859,McRoberts,FALSE,3,1,Contractor,517-750-9448,Non-White,Carolina.McRoberts.ctr@mail.mil,51,,MD,100,,0-5
TRUE,,36,30-39,14,,Armaments,None,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,2 - Mid,Science & Technology,Arlyn,,2,Arlyn Janousek,Male,11.299778,Masters,1860,Janousek,TRUE,2,3,Contractor,491-592-4819,White,Arlyn.Janousek.ctr@mail.mil,49.700222,,NJ,100,14,10-15
TRUE,FALSE,25,20-29,3,20,Armaments,None,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,5 - Management,Science & Technology,Dorolice,Scientists Engineers and Analysts (SEA),4,Dorolice Perkinson,Male,1.198686,Masters,1861,Perkinson,FALSE,4,2,Civilian,303-990-2978,White,Dorolice.Perkinson2@mail.mil,48.801314,General Engineering,NJ,80,24,20-25
TRUE,,47,40-49,25,,Aviation & Missile,None,3,"Propulsion, Explosives, Energetics & Warheads",AvMC,5 - Management,Science & Technology,Jasen,,4,Jasen Cawkwell,Female,9.66038,Masters,1862,Cawkwell,TRUE,4,1,Contractor,357-240-6660,White,Jasen.Cawkwell.ctr@mail.mil,62,,AL,100,15,10-15
TRUE,FALSE,54,50-59,32,60,Armaments,Secret,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,5 - Management,Science & Technology,Emory,Scientists Engineers and Analysts (SEA),4,Emory Kloser,Female,12.032965,Bachelors,1863,Kloser,TRUE,4,1,Civilian,493-697-8843,White,Emory.Kloser5@mail.mil,62,Electronics Engineering,NJ,40,8,05-10
TRUE,TRUE,47,40-49,25,100,,TS-SCI,63,Security,AC,2 - Mid,Business,Mame,Business,2,Mame Mattussevich,Female,21.5782,Bachelors,1864,Mattussevich,TRUE,2,,Civilian,946-540-8337,White,Mame.Mattussevich5@mail.mil,50.4218,,NJ,,3,0-5
TRUE,,57,50-59,35,80,,Secret,45,Materials & Manufacturing Sciences,ARL,5 - Management,Foundational Research,Jonell,,4,Jonell Lowerson,Male,9.946251,Bachelors,1865,Lowerson,TRUE,4,1,Contractor,274-782-8388,White,Jonell.Lowerson.ctr@mail.mil,62,,MD,20,5,0-5
TRUE,TRUE,56,50-59,34,,Aviation & Missile,TS-SCI,1,"Fuzing, Guidance, Controls, Seekers",AvMC,2 - Mid,Science & Technology,Tish,Scientists Engineers and Analysts (SEA),2,Tish Durker,Male,10.064458,Bachelors,1866,Durker,TRUE,2,2,Civilian,892-810-2001,White,Tish.Durker3@mail.mil,62,General Engineering,AL,100,6,05-10
TRUE,FALSE,38,30-39,16,,Armaments,None,7,"Fuzing, Guidance & Controls, Seekers & Scalable Effects",AC,2 - Mid,Science & Technology,Ibbie,Scientists Engineers and Analysts (SEA),2,Ibbie Wyborn,Female,10.089749,Masters,1867,Wyborn,FALSE,2,2,Civilian,544-974-4459,White,Ibbie.Wyborn6@mail.mil,52.910251,General Engineering,NJ,100,15,10-15
FALSE,TRUE,37,30-39,15,40,Armaments,Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,4 - Senior Technical Expert,Science & Technology,Gonzalo,Business,5,Gonzalo MacQuist,Male,2.277122,Masters,1868,MacQuist,FALSE,5,2,Civilian,798-414-9751,White,Gonzalo.MacQuist2@mail.mil,59.722878,,NJ,60,23,20-25
TRUE,TRUE,41,40-49,19,100,C5ISR,Secret,11,Radio Frequency,C5ISR,3 - Senior,Science & Technology,Evaleen,Scientists Engineers and Analysts (SEA),3,Evaleen Duthie,Male,15.7,Masters,1869,Duthie,FALSE,3,,Civilian,474-704-6794,Non-White,Evaleen.Duthie2@mail.mil,50.3,Mechanical Engineering,MD,,9,05-10
TRUE,,30,30-39,8,40,Armaments,Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,1 - Junior,Science & Technology,Zandra,,1,Zandra Tumbelty,Female,5.032091,Doctorate,1870,Tumbelty,FALSE,1,2,Contractor,369-351-8851,Non-White,Zandra.Tumbelty.ctr@mail.mil,49.967909,,NJ,60,20,15-20
TRUE,TRUE,50,50-59,28,40,Armaments,Secret,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,5 - Management,Science & Technology,Griffy,Scientists Engineers and Analysts (SEA),4,Griffy Benzies,Male,17.180373,Masters,1871,Benzies,TRUE,4,2,Civilian,100-745-8196,White,Griffy.Benzies4@mail.mil,57.819627,General Engineering,NJ,60,8,05-10
TRUE,,53,50-59,31,80,,Top Secret,57,Info Mgmt,C5ISR,4 - Senior Technical Expert,Business,Gallagher,,5,Gallagher Hursthouse,Female,18.197619,Bachelors,1872,Hursthouse,FALSE,5,1,Contractor,174-810-2231,Non-White,Gallagher.Hursthouse.ctr@mail.mil,59.802381,,MD,20,7,05-10
TRUE,,38,30-39,16,,Armaments,Top Secret,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,3 - Senior,Science & Technology,Alfie,,3,Alfie Sinclar,Male,14.091091,Bachelors,1873,Sinclar,FALSE,3,2,Contractor,593-393-2640,White,Alfie.Sinclar.ctr@mail.mil,48.908909,,NJ,100,11,10-15
TRUE,,29,20-29,7,,Soldier,Top Secret,26,Army Training Tech ,SC,3 - Senior,Science & Technology,Saundra,,3,Saundra Coghill,Female,3.643893,Bachelors,1874,Coghill,TRUE,3,3,Contractor,745-832-6846,White,Saundra.Coghill.ctr@mail.mil,50.356107,,MA,100,21,20-25
FALSE,TRUE,36,30-39,14,80,C5ISR,None,10,Networking,C5ISR,3 - Senior,Science & Technology,Darby,Scientists Engineers and Analysts (SEA),3,Darby Kesteven,Male,2.568833,Bachelors,1875,Kesteven,TRUE,3,1,Civilian,492-324-8043,White,Darby.Kesteven7@mail.mil,58.431167,General Engineering,MD,20,22,20-25
FALSE,,50,50-59,28,60,,Secret,42,Propulsion Sciences,AC,3 - Senior,Foundational Research,Aime,,3,Aime Durak,Female,3.483209,Bachelors,1876,Durak,TRUE,3,1,Contractor,,White,Aime.Durak.ctr@mail.mil,62,,NJ,40,12,10-15
TRUE,TRUE,63,60+,41,60,C5ISR,Secret,15,Power & Energy,C5ISR,4 - Senior Technical Expert,Science & Technology,Katlin,Scientists Engineers and Analysts (SEA),5,Katlin Vobes,Female,33.670972,Masters,1877,Vobes,TRUE,5,1,Civilian,757-749-7984,White,Katlin.Vobes7@mail.mil,63,General Engineering,MD,40,,0-5
TRUE,,34,30-39,12,,Ground Vehicle,TS-SCI,31,Fuel & Lubricants ,GvSC,1 - Junior,Science & Technology,Jeannine,,1,Jeannine Peller,Male,3.680834,Bachelors,1878,Peller,FALSE,1,1,Contractor,261-910-3614,Non-White,Jeannine.Peller.ctr@mail.mil,55.319166,,MI,100,21,20-25
FALSE,,59,50-59,37,,,None,42,Propulsion Sciences,AC,5 - Management,Foundational Research,Corey,,4,Corey Deverille,Male,24.935759,Bachelors,1879,Deverille,FALSE,4,2,Contractor,320-877-9228,White,Corey.Deverille.ctr@mail.mil,59.064241,,NJ,100,,0-5
